seqnames	start	end	width	strand	refGenome	reads	patient	GTSP	cellType	timePoint	timePointDays	timePointMonths	posid	estAbund	relAbund	inFeature	nearestFeature	nearestFeatureStrand	inFeatureExon	inFeatureSameOrt	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	nearestOncoFeatureStrand	nearestlymphomaFeature	nearestlymphomaFeatureDist	nearestlymphomaFeatureStrand
chr12	10606187	10606187	1	-	hg38	200	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-10606187	1	0.591715976331361	TRUE	MAGOHB	-	TRUE	TRUE	-0	KLRK1	-216132	-	ETV6	-1043665	+
chr12	11048327	11048327	1	-	hg38	7	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-11048327	1	0.591715976331361	TRUE	PRH1-PRR4,PRH1,PRH1-TAS2R14	-,-,-	FALSE	TRUE	0	ETV6	-601525	+	ETV6	-601525	+
chr12	11064983	11064983	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-11064983	1	0.591715976331361	TRUE	PRH1-PRR4,PRH1,PRH1-TAS2R14	-,-,-	FALSE	TRUE	0	ETV6	-584869	+	ETV6	-584869	+
chr12	55886421	55886421	1	-	hg38	2	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-55886421	1	0.591715976331361	FALSE	PYM1	-	FALSE	TRUE	14990	PMEL	67682	-	ETV6	43991018	+
chr12	69209315	69209315	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-69209315	1	0.591715976331361	FALSE	CPSF6	+	FALSE	FALSE	-30220	MDM2	363770	+	ETV6	57313912	+
chr12	76839816	76839816	1	-	hg38	181	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-76839816	1	0.591715976331361	TRUE	ZDHHC17	+	FALSE	FALSE	-0	PAWR	2745056	-	ETV6	64944413	+
chr12	87906843	87906843	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-87906843	1	0.591715976331361	FALSE	C12orf50	-	FALSE	TRUE	73194	KITLG	585948	-	ETV6	76011440	+
chr12	92014465	92014465	1	-	hg38	23	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-92014465	1	0.591715976331361	TRUE	LINC01619	-	FALSE	TRUE	-0	BTG1	125811	-	ETV6	80119062	+
chr12	94373920	94373920	1	-	hg38	18	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12-94373920	1	0.591715976331361	TRUE	CEP83	-	FALSE	TRUE	-0	SOCS2	797174	+	ETV6	82478517	+
chr12	100339303	100339303	1	+	hg38	392	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12+100339303	1	0.591715976331361	TRUE	SCYL2	+	TRUE	TRUE	-0	SLC5A8	816911	-	ETV6	88443900	+
chr12	122600325	122600325	1	+	hg38	2	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12+122600325	1	0.591715976331361	TRUE	KNTC1	+	FALSE	TRUE	-0	DENR	-152494	+	ETV6	110704922	+
chr12	26627003	26627003	1	+	hg38	17	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12+26627003	1	0.591715976331361	TRUE	ITPR2	-	FALSE	FALSE	0	SSPN	392225	+	ETV6	14731600	+
chr12	79790978	79790978	1	+	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12+79790978	1	0.591715976331361	TRUE	PPP1R12A	-	FALSE	FALSE	-0	PAWR	-99880	-	ETV6	67895575	+
chr12	91858622	91858622	1	+	hg38	15	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr12+91858622	1	0.591715976331361	FALSE	LINC01619	-	FALSE	FALSE	126352	BTG1	281654	-	ETV6	79963219	+
chr13	46048153	46048153	1	-	hg38	61	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr13-46048153	1	0.591715976331361	TRUE	ZC3H13	-	FALSE	TRUE	0	LCP1	77768	-	CDX2	-18078784	-
chr13	111261489	111261489	1	+	hg38	400	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr13+111261489	1	0.591715976331361	TRUE	ARHGEF7	+	FALSE	TRUE	-0	GAS6	2559058	-	CDX2	-83292120	-
chr14	32282527	32282527	1	-	hg38	211	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr14-32282527	1	0.591715976331361	FALSE	AKAP6	+	FALSE	FALSE	-46744	PRKD1	-2354784	-	TCL1A	63427438	-
chr14	35185952	35185952	1	-	hg38	442	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr14-35185952	1	0.591715976331361	TRUE	KIAA0391	+	FALSE	FALSE	0	NFKBIA	215556	-	TCL1A	60524013	-
chr14	64976641	64976641	1	-	hg38	344	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr14-64976641	1	0.591715976331361	TRUE	CHURC1-FNTB	+	FALSE	FALSE	0	MAX	29458	-	TCL1A	30733324	-
chr14	77508996	77508996	1	-	hg38	312	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr14-77508996	1	0.591715976331361	TRUE	SPTLC2	-	TRUE	TRUE	-0	TGFB3	-1525984	-	TCL1A	18200969	-
chr14	77728321	77728321	1	+	hg38	6	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr14+77728321	1	0.591715976331361	TRUE	SNW1	-	FALSE	FALSE	-0	TGFB3	-1745309	-	TCL1A	17981644	-
chr14	92038524	92038524	1	+	hg38	415	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr14+92038524	1	0.591715976331361	TRUE	TRIP11	-	FALSE	FALSE	0	TRIP11	0	-	TCL1A	3671441	-
chr15	37072984	37072984	1	-	hg38	35	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15-37072984	1	0.591715976331361	TRUE	MEIS2	-	FALSE	TRUE	0	RASGRP1	1415111	-	None.found	Inf	None.found
chr15	39965080	39965080	1	-	hg38	446	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15-39965080	1	0.591715976331361	TRUE	EIF2AK4	+	FALSE	FALSE	0	BUB1B	-195927	+	None.found	Inf	None.found
chr15	41069419	41069419	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15-41069419	1	0.591715976331361	TRUE	INO80	-	FALSE	TRUE	0	SPINT1	211763	+	None.found	Inf	None.found
chr15	58891768	58891768	1	-	hg38	35	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15-58891768	1	0.591715976331361	TRUE	SLTM	-	FALSE	TRUE	-0	GCNT3	-720013	+	None.found	Inf	None.found
chr15	77354312	77354312	1	-	hg38	3	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15-77354312	1	0.591715976331361	TRUE	PEAK1	-	FALSE	TRUE	0	CHRNB4	1269797	-	None.found	Inf	None.found
chr15	78080028	78080028	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15-78080028	1	0.591715976331361	FALSE	TBC1D2B	-	FALSE	TRUE	-2375	CHRNB4	544081	-	None.found	Inf	None.found
chr15	39969781	39969781	1	+	hg38	113	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15+39969781	1	0.591715976331361	TRUE	EIF2AK4	+	FALSE	TRUE	0	BUB1B	-191226	+	None.found	Inf	None.found
chr15	56162681	56162681	1	+	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr15+56162681	1	0.591715976331361	TRUE	RFX7	-	FALSE	FALSE	-0	C15orf65	743968	+	None.found	Inf	None.found
chr16	1617202	1617202	1	-	hg38	3	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr16-1617202	1	0.591715976331361	TRUE	CRAMP1	+	FALSE	FALSE	0	NME3	153116	-	None.found	Inf	None.found
chr16	54918548	54918548	1	-	hg38	422	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr16-54918548	1	0.591715976331361	FALSE	CRNDE	-	FALSE	TRUE	313	MMP2	-560280	+	None.found	Inf	None.found
chr16	11750089	11750089	1	+	hg38	510	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr16+11750089	2	1.183431952662722	FALSE	ZC3H7A	-	FALSE	FALSE	495	GSPT1	118037	-	None.found	Inf	None.found
chr16	14256255	14256255	1	+	hg38	126	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr16+14256255	1	0.591715976331361	TRUE	MKL2	+	FALSE	TRUE	-0	ERCC4	303906	+	None.found	Inf	None.found
chr16	31111007	31111007	1	+	hg38	354	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr16+31111007	1	0.591715976331361	TRUE	BCKDK	+	FALSE	TRUE	-0	ZNF668	-36686	-	None.found	Inf	None.found
chr16	53659172	53659172	1	+	hg38	80	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr16+53659172	1	0.591715976331361	TRUE	RPGRIP1L	-	FALSE	FALSE	0	RBL2	167523	+	None.found	Inf	None.found
chr17	2597324	2597324	1	-	hg38	34	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-2597324	1	0.591715976331361	TRUE	PAFAH1B1	+	FALSE	FALSE	0	SMG6	-293548	-	None.found	Inf	None.found
chr17	39484476	39484476	1	-	hg38	25	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-39484476	1	0.591715976331361	TRUE	CDK12	+	FALSE	FALSE	0	PPP1R1B	-142446	+	None.found	Inf	None.found
chr17	46157000	46157000	1	-	hg38	7	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-46157000	1	0.591715976331361	TRUE	KANSL1	-	FALSE	TRUE	0	WNT3	605504	-	None.found	Inf	None.found
chr17	56983938	56983938	1	-	hg38	389	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-56983938	1	0.591715976331361	TRUE	SCPEP1	+	FALSE	FALSE	0	DGKE	115262	+	None.found	Inf	None.found
chr17	73016757	73016757	1	-	hg38	4	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-73016757	1	0.591715976331361	TRUE	SLC39A11	-	FALSE	TRUE	0	SSTR2	-148262	+	None.found	Inf	None.found
chr17	82259053	82259053	1	-	hg38	11	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-82259053	1	0.591715976331361	TRUE	CSNK1D	-	FALSE	TRUE	0	SLC16A3	19553	+	None.found	Inf	None.found
chr17	82319448	82319448	1	-	hg38	6	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-82319448	2	1.183431952662722	FALSE	SECTM1	-	FALSE	TRUE	1574	SLC16A3	79948	+	None.found	Inf	None.found
chr17	8613554	8613554	1	-	hg38	33	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17-8613554	1	0.591715976331361	TRUE	MYH10	-	FALSE	TRUE	0	RPL26	-230303	-	None.found	Inf	None.found
chr17	20030148	20030148	1	+	hg38	3	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17+20030148	1	0.591715976331361	TRUE	SPECC1	+	FALSE	TRUE	0	SPECC1	0	+	None.found	Inf	None.found
chr17	35679535	35679535	1	+	hg38	8	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17+35679535	1	0.591715976331361	TRUE	AP2B1	+	FALSE	TRUE	-0	TAF15	-129918	+	None.found	Inf	None.found
chr17	3789969	3789969	1	+	hg38	49	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17+3789969	1	0.591715976331361	TRUE	ITGAE	-	FALSE	FALSE	0	TRPV1	-180557	-	None.found	Inf	None.found
chr17	60859379	60859379	1	+	hg38	2	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17+60859379	1	0.591715976331361	TRUE	BCAS3	+	FALSE	TRUE	0	BCAS3	0	+	None.found	Inf	None.found
chr17	67887263	67887263	1	+	hg38	412	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17+67887263	1	0.591715976331361	TRUE	BPTF	+	FALSE	TRUE	0	PRKAR1A	-526358	+	None.found	Inf	None.found
chr17	7310023	7310023	1	+	hg38	510	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17+7310023	1	0.591715976331361	TRUE	EIF5A	+	FALSE	TRUE	-0	ACAP1	-26504	+	None.found	Inf	None.found
chr17	81852880	81852880	1	+	hg38	4	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr17+81852880	1	0.591715976331361	TRUE	P4HB	-	FALSE	FALSE	0	MAFG	65387	-	None.found	Inf	None.found
chr18	36024405	36024405	1	-	hg38	383	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18-36024405	1	0.591715976331361	TRUE	RPRD1A	-	FALSE	TRUE	-0	SLC39A6	84124	-	BCL2	27098939	-
chr18	56808439	56808439	1	-	hg38	19	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18-56808439	1	0.591715976331361	TRUE	WDR7	+	FALSE	FALSE	0	ATP8B1	837985	-	BCL2	6314905	-
chr18	57612655	57612655	1	-	hg38	67	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18-57612655	1	0.591715976331361	TRUE	NARS	-	FALSE	TRUE	0	ATP8B1	33769	-	BCL2	5510689	-
chr18	60042958	60042958	1	-	hg38	21	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18-60042958	1	0.591715976331361	FALSE	PMAIP1	+	FALSE	FALSE	138651	GRP	812183	+	BCL2	3080386	-
chr18	2760801	2760801	1	+	hg38	487	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18+2760801	1	0.591715976331361	TRUE	SMCHD1	+	FALSE	TRUE	-0	DLGAP1	735229	-	BCL2	60362543	-
chr18	35107307	35107307	1	+	hg38	401	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18+35107307	1	0.591715976331361	TRUE	MAPRE2	+	FALSE	TRUE	-0	SLC39A6	1001222	-	BCL2	28016037	-
chr18	48711649	48711649	1	+	hg38	180	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18+48711649	1	0.591715976331361	TRUE	CTIF	+	TRUE	TRUE	-0	CTIF	-0	+	BCL2	14411695	-
chr18	9112467	9112467	1	+	hg38	14	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr18+9112467	1	0.591715976331361	TRUE	NDUFV2	+	FALSE	TRUE	0	MPPE1	2771002	-	BCL2	54010877	-
chr19	1637435	1637435	1	-	hg38	5	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr19-1637435	1	0.591715976331361	TRUE	TCF3	-	FALSE	TRUE	0	TCF3	0	-	TCF3	0	-
chr19	9295422	9295422	1	-	hg38	173	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr19-9295422	1	0.591715976331361	TRUE	ZNF699	-	TRUE	TRUE	-0	MUC16	-314079	-	LYL1	3803604	-
chr19	15438927	15438927	1	+	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr19+15438927	1	0.591715976331361	TRUE	WIZ	-	FALSE	FALSE	0	BRD4	-106383	-	LYL1	-2335766	-
chr19	29947479	29947479	1	+	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr19+29947479	1	0.591715976331361	TRUE	URI1	+	FALSE	TRUE	0	CCNE1	123161	+	JUND	-11665822	-
chr19	35785490	35785490	1	+	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr19+35785490	1	0.591715976331361	TRUE	ARHGAP33	+	FALSE	TRUE	-0	ZNF146	-429110	+	JUND	-17503833	-
chr2	210176588	210176588	1	-	hg38	7	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2-210176588	1	0.591715976331361	FALSE	KANSL1L	-	FALSE	TRUE	-5217	MAP2	442477	+	BCL11A	-149623089	-
chr2	232562372	232562372	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2-232562372	1	0.591715976331361	TRUE	EIF4E2	+	FALSE	FALSE	0	SAG	-745289	+	BCL11A	-172008873	-
chr2	23880484	23880484	1	-	hg38	221	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2-23880484	1	0.591715976331361	TRUE	ATAD2B	-	FALSE	TRUE	0	NCOA1	-703991	+	BCL11A	36570681	-
chr2	24569177	24569177	1	-	hg38	317	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2-24569177	1	0.591715976331361	FALSE	NCOA1	+	FALSE	FALSE	-15298	NCOA1	-15298	+	BCL11A	35881988	-
chr2	127308483	127308483	1	+	hg38	52	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2+127308483	1	0.591715976331361	TRUE	MAP3K2	-	FALSE	FALSE	-0	ERCC3	-14306	-	BCL11A	-66754984	-
chr2	153443984	153443984	1	+	hg38	8	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2+153443984	1	0.591715976331361	FALSE	RPRM	-	FALSE	FALSE	33352	GALNT5	-3813612	+	BCL11A	-92890485	-
chr2	159772688	159772688	1	+	hg38	189	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2+159772688	1	0.591715976331361	TRUE	CD302,LY75-CD302	-,-	FALSE	FALSE	-0	GALNT5	2454196	+	BCL11A	-99219189	-
chr2	189800164	189800164	1	+	hg38	44	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2+189800164	1	0.591715976331361	TRUE	PMS1	+	FALSE	TRUE	0	PMS1	0	+	BCL11A	-129246665	-
chr2	66571728	66571728	1	+	hg38	11	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr2+66571728	1	0.591715976331361	TRUE	MEIS1	+	TRUE	TRUE	-0	MEIS1	-0	+	BCL11A	-6018229	-
chr20	33537715	33537715	1	+	hg38	5	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr20+33537715	1	0.591715976331361	TRUE	CBFA2T2	+	FALSE	TRUE	0	E2F1	137769	-	None.found	Inf	None.found
chr3	121677734	121677734	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3-121677734	1	0.591715976331361	TRUE	GOLGB1	-	FALSE	TRUE	-0	CSTA	-647428	+	None.found	Inf	None.found
chr3	121714702	121714702	1	-	hg38	6	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3-121714702	1	0.591715976331361	TRUE	GOLGB1	-	FALSE	TRUE	0	CSTA	-610460	+	None.found	Inf	None.found
chr3	152442942	152442942	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3-152442942	1	0.591715976331361	TRUE	MBNL1	+	FALSE	FALSE	-0	RAP2B	-719268	+	None.found	Inf	None.found
chr3	15705094	15705094	1	-	hg38	8	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3-15705094	1	0.591715976331361	TRUE	ANKRD28	-	FALSE	TRUE	-0	XPC	-1526421	-	None.found	Inf	None.found
chr3	196111413	196111413	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3-196111413	1	0.591715976331361	FALSE	TFRC	-	FALSE	TRUE	-29251	TFRC	-29251	-	None.found	Inf	None.found
chr3	37317613	37317613	1	-	hg38	72	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3-37317613	1	0.591715976331361	TRUE	GOLGA4	+	FALSE	FALSE	-0	ITGA9	-134707	+	None.found	Inf	None.found
chr3	89376543	89376543	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3-89376543	1	0.591715976331361	TRUE	EPHA3	+	FALSE	FALSE	-0	EPHA3	-0	+	None.found	Inf	None.found
chr3	140394291	140394291	1	+	hg38	406	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+140394291	1	0.591715976331361	TRUE	CLSTN2	+	FALSE	TRUE	-0	RNF7	-1343916	+	None.found	Inf	None.found
chr3	160509846	160509846	1	+	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+160509846	1	0.591715976331361	TRUE	KPNA4	-	TRUE	FALSE	-0	RARRES1	-1777359	-	None.found	Inf	None.found
chr3	17225624	17225624	1	+	hg38	52	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+17225624	1	0.591715976331361	TRUE	TBC1D5	-	FALSE	FALSE	-0	SATB1	1119762	-	None.found	Inf	None.found
chr3	180950973	180950973	1	+	hg38	5	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+180950973	1	0.591715976331361	TRUE	FXR1	+	FALSE	TRUE	-0	SOX2	-760949	+	None.found	Inf	None.found
chr3	186795834	186795834	1	+	hg38	11	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+186795834	1	0.591715976331361	TRUE	RFC4	-	FALSE	FALSE	-0	EIF4A2	5936	+	None.found	Inf	None.found
chr3	37948305	37948305	1	+	hg38	4	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+37948305	1	0.591715976331361	TRUE	CTDSPL	+	FALSE	TRUE	-0	PLCD1	59189	-	None.found	Inf	None.found
chr3	43026665	43026665	1	+	hg38	2	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+43026665	1	0.591715976331361	TRUE	FAM198A	+	FALSE	TRUE	-0	ZNF35	-1622074	+	None.found	Inf	None.found
chr3	48587515	48587515	1	+	hg38	320	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+48587515	1	0.591715976331361	TRUE	COL7A1	-	TRUE	FALSE	0	COL7A1	0	-	None.found	Inf	None.found
chr3	49098530	49098530	1	+	hg38	321	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+49098530	1	0.591715976331361	TRUE	QARS	-	FALSE	FALSE	-0	USP4	178612	-	None.found	Inf	None.found
chr3	65422568	65422568	1	+	hg38	356	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr3+65422568	1	0.591715976331361	TRUE	MAGI1	-	FALSE	FALSE	-0	LRIG1	956227	-	None.found	Inf	None.found
chr4	134491272	134491272	1	-	hg38	85	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr4-134491272	1	0.591715976331361	TRUE	LINC02462	+	FALSE	FALSE	-0	SCLT1	-5397664	-	RAP1GDS1	36047410	+
chr4	26390529	26390529	1	-	hg38	2	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr4-26390529	1	0.591715976331361	TRUE	RBPJ	+	FALSE	FALSE	-0	SLC34A2	711780	+	RAP1GDS1	-71870845	+
chr4	2709162	2709162	1	-	hg38	6	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr4-2709162	1	0.591715976331361	TRUE	FAM193A	+	FALSE	FALSE	-0	SH3BP2	-83859	+	RAP1GDS1	-95552212	+
chr4	53386068	53386068	1	-	hg38	6	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr4-53386068	1	0.591715976331361	TRUE	FIP1L1	+	FALSE	FALSE	0	FIP1L1	0	+	RAP1GDS1	-44875306	+
chr4	73191818	73191818	1	-	hg38	168	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr4-73191818	1	0.591715976331361	TRUE	ANKRD17	-	FALSE	TRUE	0	RASSF6	379730	-	RAP1GDS1	-25069556	+
chr4	168872719	168872719	1	+	hg38	20	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr4+168872719	1	0.591715976331361	TRUE	PALLD	+	FALSE	TRUE	-0	NPY1R	-5539923	-	RAP1GDS1	70428857	+
chr4	94460230	94460230	1	+	hg38	19	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr4+94460230	1	0.591715976331361	TRUE	PDLIM5	+	FALSE	TRUE	0	RAP1GDS1	-3801144	+	RAP1GDS1	-3801144	+
chr5	180051798	180051798	1	-	hg38	25	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5-180051798	1	0.591715976331361	TRUE	RNF130	-	FALSE	TRUE	0	MAPK9	181794	-	TLX3	8739663	+
chr5	64837411	64837411	1	-	hg38	278	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5-64837411	1	0.591715976331361	TRUE	CWC27	+	FALSE	FALSE	0	PIK3R1	-3378343	+	TLX3	-106471871	+
chr5	85691335	85691335	1	-	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5-85691335	1	0.591715976331361	FALSE	NBPF22P	+	FALSE	FALSE	-591107	RASA1	-1576916	+	TLX3	-85617947	+
chr5	110754558	110754558	1	+	hg38	299	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5+110754558	1	0.591715976331361	TRUE	SLC25A46	+	FALSE	TRUE	-0	APC	-1952945	+	TLX3	-60554724	+
chr5	121989458	121989458	1	+	hg38	30	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5+121989458	1	0.591715976331361	TRUE	SRFBP1	+	FALSE	TRUE	0	LOX	73735	-	TLX3	-49319824	+
chr5	160480557	160480557	1	+	hg38	381	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5+160480557	1	0.591715976331361	TRUE	MIR3142HG	+	FALSE	TRUE	-0	PTTG1	51812	+	TLX3	-10828725	+
chr5	33641422	33641422	1	+	hg38	395	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5+33641422	1	0.591715976331361	TRUE	ADAMTS12	-	FALSE	FALSE	-0	PRLR	1407332	-	TLX3	-137667860	+
chr5	36182642	36182642	1	+	hg38	390	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5+36182642	1	0.591715976331361	TRUE	SKP2	+	TRUE	TRUE	-0	SKP2	-0	+	TLX3	-135126640	+
chr5	41867109	41867109	1	+	hg38	1	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr5+41867109	1	0.591715976331361	TRUE	OXCT1	-	FALSE	FALSE	0	GHR	-556664	+	TLX3	-129442173	+
chr6	133189608	133189608	1	-	hg38	21	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr6-133189608	1	0.591715976331361	FALSE	EYA4	+	FALSE	FALSE	-51747	EYA4	-51747	+	NKAIN2	8363967	+
chr6	156831477	156831477	1	-	hg38	5	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr6-156831477	1	0.591715976331361	TRUE	ARID1B	+	FALSE	FALSE	0	ARID1B	0	+	NKAIN2	32005836	+
chr6	111397654	111397654	1	+	hg38	9	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr6+111397654	1	0.591715976331361	TRUE	REV3L	-	FALSE	FALSE	0	FYN	262676	-	NKAIN2	-12406190	+
chr6	20713804	20713804	1	+	hg38	12	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr6+20713804	1	0.591715976331361	TRUE	CDKAL1	+	FALSE	TRUE	0	E2F3	220089	+	BRD2	-12254854	+
chr6	34809534	34809534	1	+	hg38	447	GSK123_.25nM	GTSP5061	JLTRG-R5	H48	48	48	chr6+34809534	1	0.591715976331361	TRUE	UHRF1BP1	+	FALSE	TRUE	0	PPARD	-533022	+	BRD2	1828028	+
